ticker,event_time,available_time,tradable,open,high,low,close,volume
CCC,2024-01-11T00:00:00.000Z,2024-01-11T00:00:00.000Z,true,102.01809634,103.03827730,100.99791537,102.01809634,10000000
DDD,2024-01-11T00:00:00.000Z,2024-01-11T00:00:00.000Z,true,101.00451202,102.01455714,99.99446690,101.00451202,10000000
AAA,2024-01-12T00:00:00.000Z,2024-01-12T00:00:00.000Z,true,114.02120792,115.16142000,112.88099584,114.02120792,10000000
BBB,2024-01-12T00:00:00.000Z,2024-01-12T00:00:00.000Z,true,96.74905716,97.71654773,95.78156659,96.74905716,10000000
CCC,2024-01-12T00:00:00.000Z,2024-01-12T00:00:00.000Z,true,102.22213253,103.24435385,101.19991120,102.22213253,10000000
DDD,2024-01-12T00:00:00.000Z,2024-01-12T00:00:00.000Z,true,101.10551653,102.11657170,100.09446137,101.10551653,10000000
AAA,2024-01-13T00:00:00.000Z,2024-01-13T00:00:00.000Z,true,115.38946242,116.54335704,114.23556779,115.38946242,10000000
BBB,2024-01-13T00:00:00.000Z,2024-01-13T00:00:00.000Z,true,96.45880999,97.42339809,95.49422189,96.45880999,10000000
CCC,2024-01-13T00:00:00.000Z,2024-01-13T00:00:00.000Z,true,102.42657679,103.45084256,101.40231103,102.42657679,10000000
DDD,2024-01-13T00:00:00.000Z,2024-01-13T00:00:00.000Z,true,101.20662205,102.21868827,100.19455583,101.20662205,10000000
AAA,2024-01-14T00:00:00.000Z,2024-01-14T00:00:00.000Z,true,116.77413597,117.94187733,115.60639461,116.77413597,10000000
BBB,2024-01-14T00:00:00.000Z,2024-01-14T00:00:00.000Z,true,96.16943356,97.13112790,95.20773922,96.16943356,10000000
CCC,2024-01-14T00:00:00.000Z,2024-01-14T00:00:00.000Z,true,102.63142995,103.65774425,101.60511565,102.63142995,10000000
DDD,2024-01-14T00:00:00.000Z,2024-01-14T00:00:00.000Z,true,101.30782867,102.32090696,100.29475038,101.30782867,10000000
AAA,2024-01-15T00:00:00.000Z,2024-01-15T00:00:00.000Z,true,118.17542560,119.35717985,116.99367134,118.17542560,10000000
BBB,2024-01-15T00:00:00.000Z,2024-01-15T00:00:00.000Z,true,95.88092526,96.83973451,94.92211601,95.88092526,10000000
CCC,2024-01-15T00:00:00.000Z,2024-01-15T00:00:00.000Z,true,102.83669281,103.86505974,101.80832588,102.83669281,10000000
DDD,2024-01-15T00:00:00.000Z,2024-01-15T00:00:00.000Z,true,101.40913650,102.42322787,100.39504514,101.40913650,10000000
AAA,2024-01-16T00:00:00.000Z,2024-01-16T00:00:00.000Z,true,119.59353071,120.78946601,118.39759540,119.59353071,10000000
BBB,2024-01-16T00:00:00.000Z,2024-01-16T00:00:00.000Z,true,95.59328248,96.54921531,94.63734966,95.59328248,10000000
CCC,2024-01-16T00:00:00.000Z,2024-01-16T00:00:00.000Z,true,103.04236619,104.07278986,102.01194253,103.04236619,10000000
DDD,2024-01-16T00:00:00.000Z,2024-01-16T00:00:00.000Z,true,101.51054564,102.52565109,100.49544018,101.51054564,10000000
AAA,2024-01-17T00:00:00.000Z,2024-01-17T00:00:00.000Z,true,121.02865307,122.23893961,119.81836654,121.02865307,10000000
BBB,2024-01-17T00:00:00.000Z,2024-01-17T00:00:00.000Z,true,95.30650264,96.25956766,94.35343761,95.30650264,10000000
CCC,2024-01-17T00:00:00.000Z,2024-01-17T00:00:00.000Z,true,103.24845093,104.28093544,102.21596642,103.24845093,10000000
DDD,2024-01-17T00:00:00.000Z,2024-01-17T00:00:00.000Z,true,101.61205618,102.62817674,100.59593562,101.61205618,10000000
AAA,2024-01-18T00:00:00.000Z,2024-01-18T00:00:00.000Z,true,122.48099691,123.70580688,121.25618694,122.48099691,10000000
BBB,2024-01-18T00:00:00.000Z,2024-01-18T00:00:00.000Z,true,95.02058313,95.97078896,94.07037730,95.02058313,10000000
CCC,2024-01-18T00:00:00.000Z,2024-01-18T00:00:00.000Z,true,103.45494783,104.48949731,102.42039835,103.45494783,10000000
DDD,2024-01-18T00:00:00.000Z,2024-01-18T00:00:00.000Z,true,101.71366824,102.73080492,100.69653156,101.71366824,10000000
AAA,2024-01-19T00:00:00.000Z,2024-01-19T00:00:00.000Z,true,123.95076887,125.19027656,122.71126119,123.95076887,10000000
BBB,2024-01-19T00:00:00.000Z,2024-01-19T00:00:00.000Z,true,94.73552138,95.68287659,93.78816617,94.73552138,10000000
CCC,2024-01-19T00:00:00.000Z,2024-01-19T00:00:00.000Z,true,103.66185772,104.69847630,102.62523915,103.66185772,10000000
DDD,2024-01-19T00:00:00.000Z,2024-01-19T00:00:00.000Z,true,101.81538191,102.83353573,100.79722809,101.81538191,10000000
AAA,2024-01-20T00:00:00.000Z,2024-01-20T00:00:00.000Z,true,125.43817810,126.69255988,124.18379632,125.43817810,10000000
BBB,2024-01-20T00:00:00.000Z,2024-01-20T00:00:00.000Z,true,94.45131482,95.39582796,93.50680167,94.45131482,10000000
CCC,2024-01-20T00:00:00.000Z,2024-01-20T00:00:00.000Z,true,103.86918144,104.90787325,102.83048962,103.86918144,10000000
DDD,2024-01-20T00:00:00.000Z,2024-01-20T00:00:00.000Z,true,101.91719729,102.93636926,100.89802532,101.91719729,10000000
AAA,2024-01-21T00:00:00.000Z,2024-01-21T00:00:00.000Z,true,126.94343624,128.21287060,125.67400188,126.94343624,10000000
BBB,2024-01-21T00:00:00.000Z,2024-01-21T00:00:00.000Z,true,94.16796087,95.10964048,93.22628126,94.16796087,10000000
CCC,2024-01-21T00:00:00.000Z,2024-01-21T00:00:00.000Z,true,104.07691980,105.11768900,103.03615060,104.07691980,10000000
DDD,2024-01-21T00:00:00.000Z,2024-01-21T00:00:00.000Z,true,102.01911449,103.03930563,100.99892334,102.01911449,10000000
AAA,2024-01-22T00:00:00.000Z,2024-01-22T00:00:00.000Z,true,128.46675747,129.75142505,127.18208990,128.46675747,10000000
BBB,2024-01-22T00:00:00.000Z,2024-01-22T00:00:00.000Z,true,93.88545699,94.82431156,92.94660242,93.88545699,10000000
CCC,2024-01-22T00:00:00.000Z,2024-01-22T00:00:00.000Z,true,104.28507364,105.32792438,103.24222291,104.28507364,10000000
DDD,2024-01-22T00:00:00.000Z,2024-01-22T00:00:00.000Z,true,102.12113360,103.14234494,101.09992226,102.12113360,10000000
AAA,2024-01-23T00:00:00.000Z,2024-01-23T00:00:00.000Z,true,130.00835856,131.30844215,128.70827498,130.00835856,10000000
BBB,2024-01-23T00:00:00.000Z,2024-01-23T00:00:00.000Z,true,93.60380062,94.53983862,92.66776261,93.60380062,10000000
CCC,2024-01-23T00:00:00.000Z,2024-01-23T00:00:00.000Z,true,104.49364379,105.53858023,103.44870735,104.49364379,10000000
DDD,2024-01-23T00:00:00.000Z,2024-01-23T00:00:00.000Z,true,102.22325473,103.24548728,101.20102219,102.22325473,10000000
AAA,2024-01-24T00:00:00.000Z,2024-01-24T00:00:00.000Z,true,131.56845887,132.88414345,130.25277428,131.56845887,10000000
BBB,2024-01-24T00:00:00.000Z,2024-01-24T00:00:00.000Z,true,93.32298922,94.25621911,92.38975932,93.32298922,10000000
CCC,2024-01-24T00:00:00.000Z,2024-01-24T00:00:00.000Z,true,104.70263108,105.74965739,103.65560477,104.70263108,10000000
DDD,2024-01-24T00:00:00.000Z,2024-01-24T00:00:00.000Z,true,102.32547799,103.34873277,101.30222321,102.32547799,10000000
AAA,2024-01-25T00:00:00.000Z,2024-01-25T00:00:00.000Z,true,133.14728037,134.47875318,131.81580757,133.14728037,10000000
BBB,2024-01-25T00:00:00.000Z,2024-01-25T00:00:00.000Z,true,93.04302025,93.97345045,92.11259005,93.04302025,10000000
CCC,2024-01-25T00:00:00.000Z,2024-01-25T00:00:00.000Z,true,104.91203634,105.96115670,103.86291598,104.91203634,10000000
DDD,2024-01-25T00:00:00.000Z,2024-01-25T00:00:00.000Z,true,102.42780347,103.45208150,101.40352543,102.42780347,10000000
AAA,2024-01-26T00:00:00.000Z,2024-01-26T00:00:00.000Z,true,134.74504774,136.09249821,133.39759726,134.74504774,10000000
BBB,2024-01-26T00:00:00.000Z,2024-01-26T00:00:00.000Z,true,92.76389119,93.69153010,91.83625227,92.76389119,10000000
CCC,2024-01-26T00:00:00.000Z,2024-01-26T00:00:00.000Z,true,105.12186041,106.17307902,104.07064181,105.12186041,10000000
DDD,2024-01-26T00:00:00.000Z,2024-01-26T00:00:00.000Z,true,102.53023127,103.55553358,101.50492896,102.53023127,10000000
AAA,2024-01-27T00:00:00.000Z,2024-01-27T00:00:00.000Z,true,136.36198831,137.72560819,134.99836843,136.36198831,10000000
BBB,2024-01-27T00:00:00.000Z,2024-01-27T00:00:00.000Z,true,92.48559951,93.41045551,91.56074352,92.48559951,10000000
CCC,2024-01-27T00:00:00.000Z,2024-01-27T00:00:00.000Z,true,105.33210413,106.38542517,104.27878309,105.33210413,10000000
DDD,2024-01-27T00:00:00.000Z,2024-01-27T00:00:00.000Z,true,102.63276150,103.65908912,101.60643389,102.63276150,10000000
AAA,2024-01-28T00:00:00.000Z,2024-01-28T00:00:00.000Z,true,137.99833217,139.37831549,136.61834885,137.99833217,10000000
BBB,2024-01-28T00:00:00.000Z,2024-01-28T00:00:00.000Z,true,92.20814271,93.13022414,91.28606129,92.20814271,10000000
CCC,2024-01-28T00:00:00.000Z,2024-01-28T00:00:00.000Z,true,105.54276834,106.59819602,104.48734066,105.54276834,10000000
DDD,2024-01-28T00:00:00.000Z,2024-01-28T00:00:00.000Z,true,102.73539426,103.76274821,101.70804032,102.73539426,10000000
AAA,2024-01-29T00:00:00.000Z,2024-01-29T00:00:00.000Z,true,139.65431215,141.05085528,138.25776903,139.65431215,10000000
BBB,2024-01-29T00:00:00.000Z,2024-01-29T00:00:00.000Z,true,91.93151829,92.85083347,91.01220310,91.93151829,10000000
CCC,2024-01-29T00:00:00.000Z,2024-01-29T00:00:00.000Z,true,105.75385388,106.81139242,104.69631534,105.75385388,10000000
DDD,2024-01-29T00:00:00.000Z,2024-01-29T00:00:00.000Z,true,102.83812966,103.86651095,101.80974836,102.83812966,10000000
AAA,2024-01-30T00:00:00.000Z,2024-01-30T00:00:00.000Z,true,141.33016390,142.74346554,139.91686226,141.33016390,10000000
BBB,2024-01-30T00:00:00.000Z,2024-01-30T00:00:00.000Z,true,91.65572373,92.57228097,90.73916649,91.65572373,10000000
CCC,2024-01-30T00:00:00.000Z,2024-01-30T00:00:00.000Z,true,105.96536158,107.02501520,104.90570797,105.96536158,10000000
DDD,2024-01-30T00:00:00.000Z,2024-01-30T00:00:00.000Z,true,102.94096779,103.97037746,101.91155811,102.94096779,10000000
AAA,2024-01-31T00:00:00.000Z,2024-01-31T00:00:00.000Z,true,143.02612587,144.45638713,141.59586461,143.02612587,10000000
BBB,2024-01-31T00:00:00.000Z,2024-01-31T00:00:00.000Z,true,91.38075656,92.29456413,90.46694899,91.38075656,10000000
CCC,2024-01-31T00:00:00.000Z,2024-01-31T00:00:00.000Z,true,106.17729231,107.23906523,105.11551938,106.17729231,10000000
DDD,2024-01-31T00:00:00.000Z,2024-01-31T00:00:00.000Z,true,103.04390875,104.07434784,102.01346967,103.04390875,10000000
AAA,2024-02-01T00:00:00.000Z,2024-02-01T00:00:00.000Z,true,144.74243938,146.18986377,143.29501498,144.74243938,10000000
BBB,2024-02-01T00:00:00.000Z,2024-02-01T00:00:00.000Z,true,91.10661429,92.01768043,90.19554815,91.10661429,10000000
CCC,2024-02-01T00:00:00.000Z,2024-02-01T00:00:00.000Z,true,106.38964689,107.45354336,105.32575042,106.38964689,10000000
DDD,2024-02-01T00:00:00.000Z,2024-02-01T00:00:00.000Z,true,103.14695266,104.17842219,102.11548314,103.14695266,10000000
AAA,2024-02-02T00:00:00.000Z,2024-02-02T00:00:00.000Z,true,146.47934865,147.94414214,145.01455516,146.47934865,10000000
BBB,2024-02-02T00:00:00.000Z,2024-02-02T00:00:00.000Z,true,90.83329445,91.74162739,89.92496150,90.83329445,10000000
CCC,2024-02-02T00:00:00.000Z,2024-02-02T00:00:00.000Z,true,106.60242619,107.66845045,105.53640192,106.60242619,10000000
DDD,2024-02-02T00:00:00.000Z,2024-02-02T00:00:00.000Z,true,103.25009962,104.28260061,102.21759862,103.25009962,10000000
AAA,2024-02-03T00:00:00.000Z,2024-02-03T00:00:00.000Z,true,148.23710083,149.71947184,146.75472983,148.23710083,10000000
BBB,2024-02-03T00:00:00.000Z,2024-02-03T00:00:00.000Z,true,90.56079456,91.46640251,89.65518662,90.56079456,10000000
CCC,2024-02-03T00:00:00.000Z,2024-02-03T00:00:00.000Z,true,106.81563104,107.88378735,105.74747473,106.81563104,10000000
DDD,2024-02-03T00:00:00.000Z,2024-02-03T00:00:00.000Z,true,103.35334972,104.38688321,102.31981622,103.35334972,10000000
AAA,2024-02-04T00:00:00.000Z,2024-02-04T00:00:00.000Z,true,150.01594604,151.51610550,148.51578658,150.01594604,10000000
BBB,2024-02-04T00:00:00.000Z,2024-02-04T00:00:00.000Z,true,90.28911218,91.19200330,89.38622106,90.28911218,10000000
CCC,2024-02-04T00:00:00.000Z,2024-02-04T00:00:00.000Z,true,107.02926230,108.09955492,105.95896968,107.02926230,10000000
DDD,2024-02-04T00:00:00.000Z,2024-02-04T00:00:00.000Z,true,103.45670307,104.49127010,102.42213603,103.45670307,10000000
